"SMS_area" "year" "quarter" "prey" "prey.no" "prey.age" "prey.size.class" "prey.size" "ALK.MeanL" "ALK"
1 1981 2 "HER" 21 1 5 "0200-0250" 20.641421255 2.1088457211
1 1981 2 "HER" 21 2 3 "0100-0150" 13.346007611 6.5366243395
1 1981 2 "HER" 21 2 4 "0150-0200" 18.082953038 21.220215716
1 1981 2 "HER" 21 2 5 "0200-0250" 22.462771701 63.421789273
1 1981 2 "HER" 21 2 6 "0250-0300" 26.021523383 8.8213706722
1 1981 2 "HER" 21 3 4 "0150-0200" 18.012909465 1.7268516131
1 1981 2 "HER" 21 3 5 "0200-0250" 23.556208183 51.44372978
1 1981 2 "HER" 21 3 6 "0250-0300" 26.307626185 46.829418607
1 1981 2 "HER" 21 4 5 "0200-0250" 24.012636124 7.4371171835
1 1981 2 "HER" 21 4 6 "0250-0300" 27.168591037 91.394693865
1 1981 2 "HER" 21 4 7 "0300-0400" 30.638698645 1.1681889512
1 1981 2 "HER" 21 5 5 "0200-0250" 24.17922878 9.3679701046
1 1981 2 "HER" 21 5 6 "0250-0300" 27.387181311 88.252836234
1 1981 2 "HER" 21 5 7 "0300-0400" 30.64766776 2.3791936613
1 1981 2 "HER" 21 6 5 "0200-0250" 24.103019822 8.1646554291
1 1981 2 "HER" 21 6 6 "0250-0300" 27.567041546 85.362450624
1 1981 2 "HER" 21 6 7 "0300-0400" 30.715281284 6.4728939471
1 1981 2 "HER" 21 7 5 "0200-0250" 24.447266642 6.8352404377
1 1981 2 "HER" 21 7 6 "0250-0300" 28.19420311 69.54232274
1 1981 2 "HER" 21 7 7 "0300-0400" 30.810843236 23.622436822
1 1981 2 "HER" 21 8 5 "0200-0250" 24.75 3.1108531082
1 1981 2 "HER" 21 8 6 "0250-0300" 27.634792622 63.131757064
1 1981 2 "HER" 21 8 7 "0300-0400" 31.048723749 33.757389828
1 1981 2 "NSA" 22 1 1 "0050-0070" 6.5 0.9724924997
1 1981 2 "NSA" 22 1 2 "0070-0100" 9.0027196005 11.531261417
1 1981 2 "NSA" 22 1 3 "0100-0150" 12.197701764 83.247939461
1 1981 2 "NSA" 22 1 4 "0150-0200" 16.050725769 4.2483066223
1 1981 2 "NSA" 22 2 2 "0070-0100" 9.5 0.0444919206
1 1981 2 "NSA" 22 2 3 "0100-0150" 13.495568225 62.202508965
1 1981 2 "NSA" 22 2 4 "0150-0200" 16.350655044 37.752999114
1 1981 2 "NSA" 22 3 3 "0100-0150" 13.818156943 36.054269151
1 1981 2 "NSA" 22 3 4 "0150-0200" 16.550389073 61.39534728
1 1981 2 "NSA" 22 3 5 "0200-0250" 21.594299906 2.5503835681
1 1981 2 "NSA" 22 4 3 "0100-0150" 14.05898615 10.515509533
1 1981 2 "NSA" 22 4 4 "0150-0200" 17.359771809 79.228814894
1 1981 2 "NSA" 22 4 5 "0200-0250" 21.629905004 10.255675573
1 1981 2 "SSA" 23 1 1 "0050-0070" 6.5 0.9782100354
1 1981 2 "SSA" 23 1 2 "0070-0100" 8.9729533693 13.657657859
1 1981 2 "SSA" 23 1 3 "0100-0150" 12.22192697 82.270672078
1 1981 2 "SSA" 23 1 4 "0150-0200" 15.745210999 3.0934600282
1 1981 2 "SSA" 23 2 2 "0070-0100" 9.4873784941 0.4570166226
1 1981 2 "SSA" 23 2 3 "0100-0150" 13.18164281 60.991664275
1 1981 2 "SSA" 23 2 4 "0150-0200" 16.289402588 38.551319102
1 1981 2 "SSA" 23 3 3 "0100-0150" 13.610995656 38.277726614
1 1981 2 "SSA" 23 3 4 "0150-0200" 16.77739197 61.722273386
1 1981 2 "SSA" 23 4 3 "0100-0150" 14.033501791 10.351996202
1 1981 2 "SSA" 23 4 4 "0150-0200" 17.520731836 86.480586372
1 1981 2 "SSA" 23 4 5 "0200-0250" 21.590596868 3.1674174252
1 1981 2 "NOP" 24 1 2 "0070-0100" 8.8117878159 2.9515117291
1 1981 2 "NOP" 24 1 3 "0100-0150" 12.677891537 91.420856561
1 1981 2 "NOP" 24 1 4 "0150-0200" 15.722892659 5.6276317099
1 1981 2 "NOP" 24 2 3 "0100-0150" 13.990426507 21.838521937
1 1981 2 "NOP" 24 2 4 "0150-0200" 16.515550159 77.924755869
1 1981 2 "NOP" 24 2 5 "0200-0250" 20.564723013 0.2367221935
1 1981 2 "NOP" 24 3 3 "0100-0150" 14.045547914 5.4883794875
1 1981 2 "NOP" 24 3 4 "0150-0200" 17.762543849 87.536323494
1 1981 2 "NOP" 24 3 5 "0200-0250" 20.909211634 6.9752970183
1 1981 2 "SPR" 25 1 1 "0050-0070" 6.3515984075 15.715914293
1 1981 2 "SPR" 25 1 2 "0070-0100" 8.7315156086 68.894484644
1 1981 2 "SPR" 25 1 3 "0100-0150" 10.634039544 15.389601063
1 1981 2 "SPR" 25 2 2 "0070-0100" 9.2710393873 17.821960322
1 1981 2 "SPR" 25 2 3 "0100-0150" 11.523704383 82.178039678
1 1981 2 "SPR" 25 3 2 "0070-0100" 9.4242463329 3.2811008638
1 1981 2 "SPR" 25 3 3 "0100-0150" 12.121898727 95.308844742
1 1981 2 "SPR" 25 3 4 "0150-0200" 15.397105719 1.4100543939
1 1981 3 "COD" 16 0 1 "0050-0070" 6.092406337 18.947822823
1 1981 3 "COD" 16 0 2 "0070-0100" 8.4765339711 51.893060523
1 1981 3 "COD" 16 0 3 "0100-0150" 11.715726114 29.159116654
1 1981 3 "COD" 16 1 3 "0100-0150" 13.913832731 1.9968210571
1 1981 3 "COD" 16 1 4 "0150-0200" 17.672714531 17.174576364
1 1981 3 "COD" 16 1 5 "0200-0250" 22.669968931 28.932359962
1 1981 3 "COD" 16 1 6 "0250-0300" 27.35205814 29.438115964
1 1981 3 "COD" 16 1 7 "0300-0400" 33.442466413 20.361711143
1 1981 3 "COD" 16 1 8 "0400-0500" 42.725531484 2.0964155101
1 1981 3 "COD" 16 2 6 "0250-0300" 28.315101045 3.4864582266
1 1981 3 "COD" 16 2 7 "0300-0400" 35.659974276 40.302173687
1 1981 3 "COD" 16 2 8 "0400-0500" 44.384018186 39.03286692
1 1981 3 "COD" 16 2 9 "0500-0700" 55.55561784 17.178501167
1 1981 3 "COD" 16 3 6 "0250-0300" 28.5 0.4528503871
1 1981 3 "COD" 16 3 7 "0300-0400" 35.797655409 3.206101877
1 1981 3 "COD" 16 3 8 "0400-0500" 45.725797578 14.290452273
1 1981 3 "COD" 16 3 9 "0500-0700" 60.016648718 64.866807195
1 1981 3 "COD" 16 3 10 "0700-1000" 74.268961046 17.183788268
1 1981 3 "COD" 16 4 7 "0300-0400" 39.5 0.7218449987
1 1981 3 "COD" 16 4 8 "0400-0500" 46.25149866 1.2538626661
1 1981 3 "COD" 16 4 9 "0500-0700" 63.929054395 15.393565409
1 1981 3 "COD" 16 4 10 "0700-1000" 80.849590604 82.630726927
1 1981 3 "COD" 16 5 9 "0500-0700" 64.738365232 1.5947128062
1 1981 3 "COD" 16 5 10 "0700-1000" 87.196900351 93.474563589
1 1981 3 "COD" 16 5 11 "1000-1200" 102.95406329 4.9307236051
1 1981 3 "COD" 16 6 10 "0700-1000" 92.734957288 70.993274143
1 1981 3 "COD" 16 6 11 "1000-1200" 102.564533 29.006725857
1 1981 3 "COD" 16 7 10 "0700-1000" 89.028170417 53.024769621
1 1981 3 "COD" 16 7 11 "1000-1200" 106.80101734 46.975230379
1 1981 3 "COD" 16 8 10 "0700-1000" 96.590656799 38.951531397
1 1981 3 "COD" 16 8 11 "1000-1200" 103.59901532 61.048468603
1 1981 3 "COD" 16 9 11 "1000-1200" 109.65626257 100
1 1981 3 "COD" 16 10 11 "1000-1200" 108.14332373 65.598726085
1 1981 3 "COD" 16 10 12 "1200-9999" 124.82421053 34.401273915
1 1981 3 "WHG" 17 0 1 "0050-0070" 6.3030986821 10.107235825
1 1981 3 "WHG" 17 0 2 "0070-0100" 8.5066215711 52.624507569
1 1981 3 "WHG" 17 0 3 "0100-0150" 11.764962528 32.074144156
1 1981 3 "WHG" 17 0 4 "0150-0200" 16.230442722 5.1941124493
1 1981 3 "WHG" 17 1 3 "0100-0150" 12.817533278 2.9337562421
1 1981 3 "WHG" 17 1 4 "0150-0200" 18.493742364 28.621714655
1 1981 3 "WHG" 17 1 5 "0200-0250" 22.086620288 59.437747066
1 1981 3 "WHG" 17 1 6 "0250-0300" 26.458669064 9.0067820377
1 1981 3 "WHG" 17 2 3 "0100-0150" 13.5 0.0088904962
1 1981 3 "WHG" 17 2 4 "0150-0200" 18.898635664 0.6966980225
1 1981 3 "WHG" 17 2 5 "0200-0250" 23.552895475 31.75876849
1 1981 3 "WHG" 17 2 6 "0250-0300" 27.084820046 59.721797493
1 1981 3 "WHG" 17 2 7 "0300-0400" 31.621492912 7.813845498
1 1981 3 "WHG" 17 3 4 "0150-0200" 19.034144378 0.2193551065
1 1981 3 "WHG" 17 3 5 "0200-0250" 23.5255717 7.823666843
1 1981 3 "WHG" 17 3 6 "0250-0300" 27.670613947 60.849305576
1 1981 3 "WHG" 17 3 7 "0300-0400" 32.37788658 31.107672474
1 1981 3 "WHG" 17 4 5 "0200-0250" 23.948403679 2.2091712534
1 1981 3 "WHG" 17 4 6 "0250-0300" 28.281910647 38.671281249
1 1981 3 "WHG" 17 4 7 "0300-0400" 33.10517338 57.254119091
1 1981 3 "WHG" 17 4 8 "0400-0500" 41.738561174 1.8654284062
1 1981 3 "WHG" 17 5 5 "0200-0250" 24.5 0.5727769334
1 1981 3 "WHG" 17 5 6 "0250-0300" 28.440131554 31.982671798
1 1981 3 "WHG" 17 5 7 "0300-0400" 33.22000867 63.025228624
1 1981 3 "WHG" 17 5 8 "0400-0500" 42.68023454 4.4193226447
1 1981 3 "WHG" 17 6 6 "0250-0300" 28.495302976 34.335082098
1 1981 3 "WHG" 17 6 7 "0300-0400" 33.537877414 60.563369987
1 1981 3 "WHG" 17 6 8 "0400-0500" 43.240273582 5.1015479156
1 1981 3 "WHG" 17 7 6 "0250-0300" 28.5 1.7258980643
1 1981 3 "WHG" 17 7 7 "0300-0400" 32.658235692 90.677667257
1 1981 3 "WHG" 17 7 8 "0400-0500" 43.590539022 7.5964346788
1 1981 3 "WHG" 17 8 6 "0250-0300" 28.810237405 22.03261071
1 1981 3 "WHG" 17 8 7 "0300-0400" 33.272355886 70.012659388
1 1981 3 "WHG" 17 8 8 "0400-0500" 42.097624597 7.9547299015
1 1981 3 "HAD" 18 0 1 "0050-0070" 6.1308898489 13.527491349
1 1981 3 "HAD" 18 0 2 "0070-0100" 8.6833944338 31.436285151
1 1981 3 "HAD" 18 0 3 "0100-0150" 11.985612288 51.587946344
1 1981 3 "HAD" 18 0 4 "0150-0200" 15.788709474 3.4482771555
1 1981 3 "HAD" 18 1 3 "0100-0150" 12.755130765 2.9464254022
1 1981 3 "HAD" 18 1 4 "0150-0200" 18.612191077 12.97141797
1 1981 3 "HAD" 18 1 5 "0200-0250" 22.519856812 60.856222296
1 1981 3 "HAD" 18 1 6 "0250-0300" 26.692511553 23.225934331
1 1981 3 "HAD" 18 2 4 "0150-0200" 19.499725807 0.0256498901
1 1981 3 "HAD" 18 2 5 "0200-0250" 23.793213973 6.230643925
1 1981 3 "HAD" 18 2 6 "0250-0300" 27.795374514 51.535154444
1 1981 3 "HAD" 18 2 7 "0300-0400" 32.605293306 42.208551741
1 1981 3 "HAD" 18 3 5 "0200-0250" 24.045956009 1.1737290275
1 1981 3 "HAD" 18 3 6 "0250-0300" 28.672487748 14.041233095
1 1981 3 "HAD" 18 3 7 "0300-0400" 33.879335304 79.974250056
1 1981 3 "HAD" 18 3 8 "0400-0500" 42.48043286 4.8107878209
1 1981 3 "HAD" 18 4 6 "0250-0300" 28.843789466 1.315931231
1 1981 3 "HAD" 18 4 7 "0300-0400" 35.612844847 76.757120721
1 1981 3 "HAD" 18 4 8 "0400-0500" 43.080533478 20.140086884
1 1981 3 "HAD" 18 4 9 "0500-0700" 53.67631677 1.7868611644
1 1981 3 "HAD" 18 5 6 "0250-0300" 29.499902943 2.4592878246
1 1981 3 "HAD" 18 5 7 "0300-0400" 36.180652448 59.722811593
1 1981 3 "HAD" 18 5 8 "0400-0500" 43.183995376 32.165744854
1 1981 3 "HAD" 18 5 9 "0500-0700" 54.936689538 5.6521557281
1 1981 3 "HAD" 18 6 7 "0300-0400" 36.358186647 42.094996352
1 1981 3 "HAD" 18 6 8 "0400-0500" 43.656196669 42.709705929
1 1981 3 "HAD" 18 6 9 "0500-0700" 55.478187053 15.195297719
1 1981 3 "HAD" 18 7 7 "0300-0400" 38.52884916 30.675969364
1 1981 3 "HAD" 18 7 8 "0400-0500" 44.749732621 40.910437012
1 1981 3 "HAD" 18 7 9 "0500-0700" 58.109774819 28.413593624
1 1981 3 "HAD" 18 8 7 "0300-0400" 36.727725076 23.707651398
1 1981 3 "HAD" 18 8 8 "0400-0500" 41.806823676 18.44924829
1 1981 3 "HAD" 18 8 9 "0500-0700" 60.709249478 54.8796054
1 1981 3 "HAD" 18 8 10 "0700-1000" 71.5 2.9634949117
1 1981 3 "HAD" 18 9 7 "0300-0400" 37.499774628 30.682465008
1 1981 3 "HAD" 18 9 8 "0400-0500" 41.899325765 14.008656098
1 1981 3 "HAD" 18 9 9 "0500-0700" 59.581935967 55.308878894
1 1981 3 "HAD" 18 10 9 "0500-0700" 59.7130813 76.624305951
1 1981 3 "HAD" 18 10 10 "0700-1000" 70.5 23.375694049
1 1981 3 "POK" 19 0 3 "0100-0150" 11.5 65.296138233
1 1981 3 "POK" 19 0 4 "0150-0200" 17.041091782 34.703861767
1 1981 3 "POK" 19 1 5 "0200-0250" 22.276514509 7.0170552177
1 1981 3 "POK" 19 1 6 "0250-0300" 28.32454948 45.80653278
1 1981 3 "POK" 19 1 7 "0300-0400" 32.916938016 47.176412002
1 1981 3 "POK" 19 2 6 "0250-0300" 29.164068713 0.1198393462
1 1981 3 "POK" 19 2 7 "0300-0400" 37.100190345 67.31999441
1 1981 3 "POK" 19 2 8 "0400-0500" 42.520484369 32.560166244
1 1981 3 "POK" 19 3 7 "0300-0400" 38.441801489 23.750204988
1 1981 3 "POK" 19 3 8 "0400-0500" 43.782081285 68.914142536
1 1981 3 "POK" 19 3 9 "0500-0700" 53.756189067 7.3356524759
1 1981 3 "POK" 19 4 8 "0400-0500" 45.780620702 45.12930179
1 1981 3 "POK" 19 4 9 "0500-0700" 55.364774316 54.87069821
1 1981 3 "POK" 19 5 8 "0400-0500" 47.725889806 9.8524398868
1 1981 3 "POK" 19 5 9 "0500-0700" 59.10296735 85.649392052
1 1981 3 "POK" 19 5 10 "0700-1000" 72.6186123 4.498168061
1 1981 3 "POK" 19 6 9 "0500-0700" 64.971832314 53.959280281
1 1981 3 "POK" 19 6 10 "0700-1000" 74.526142952 46.040719719
1 1981 3 "POK" 19 7 9 "0500-0700" 66.90630558 21.986333908
1 1981 3 "POK" 19 7 10 "0700-1000" 77.186328139 78.013666092
1 1981 3 "POK" 19 8 9 "0500-0700" 67.5 2.4732726818
1 1981 3 "POK" 19 8 10 "0700-1000" 82.177045199 97.526727318
1 1981 3 "POK" 19 9 10 "0700-1000" 89.716189925 94.964116286
1 1981 3 "POK" 19 9 11 "1000-1200" 100.5 5.0358837138
1 1981 3 "POK" 19 10 10 "0700-1000" 93.846261983 33.424565586
1 1981 3 "POK" 19 10 11 "1000-1200" 106.6520339 66.575434414
1 1981 3 "MAC" 20 0 5 "0200-0250" 20.5 100
1 1981 3 "MAC" 20 1 5 "0200-0250" 24.248068957 7.7680932678
1 1981 3 "MAC" 20 1 6 "0250-0300" 27.042967558 88.017344584
1 1981 3 "MAC" 20 1 7 "0300-0400" 31.003951603 4.2145621484
1 1981 3 "MAC" 20 2 5 "0200-0250" 22.527531155 0.0127600211
1 1981 3 "MAC" 20 2 6 "0250-0300" 28.636852198 49.059534476
1 1981 3 "MAC" 20 2 7 "0300-0400" 31.753079764 50.927705503
1 1981 3 "MAC" 20 3 6 "0250-0300" 28.952025526 5.1024504078
1 1981 3 "MAC" 20 3 7 "0300-0400" 32.76311377 94.897549592
1 1981 3 "MAC" 20 4 6 "0250-0300" 29.490860482 2.4254247427
1 1981 3 "MAC" 20 4 7 "0300-0400" 34.09477601 97.574575257
1 1981 3 "MAC" 20 5 7 "0300-0400" 35.480303656 97.390728535
1 1981 3 "MAC" 20 5 8 "0400-0500" 41.237069103 2.6092714654
1 1981 3 "MAC" 20 6 7 "0300-0400" 36.288103376 90.130003956
1 1981 3 "MAC" 20 6 8 "0400-0500" 41.5343853 9.8699960438
1 1981 3 "MAC" 20 7 6 "0250-0300" 28.276208164 0.1372300176
1 1981 3 "MAC" 20 7 7 "0300-0400" 35.783251346 83.657039301
1 1981 3 "MAC" 20 7 8 "0400-0500" 41.809876402 16.205730682
1 1981 3 "MAC" 20 8 7 "0300-0400" 37.115466931 84.670152215
1 1981 3 "MAC" 20 8 8 "0400-0500" 41.923010136 15.329847785
1 1981 3 "MAC" 20 9 7 "0300-0400" 36.956712167 80.619094408
1 1981 3 "MAC" 20 9 8 "0400-0500" 42.386633867 19.380905592
1 1981 3 "MAC" 20 10 7 "0300-0400" 37.160587155 79.953326901
1 1981 3 "MAC" 20 10 8 "0400-0500" 41.938751152 20.046673099
1 1981 3 "HER" 21 0 2 "0070-0100" 9.1831344373 10.96321626
1 1981 3 "HER" 21 0 3 "0100-0150" 12.2352954 87.210986845
1 1981 3 "HER" 21 0 4 "0150-0200" 15.554381957 1.8257968945
1 1981 3 "HER" 21 1 3 "0100-0150" 13.268136618 5.2394507091
1 1981 3 "HER" 21 1 4 "0150-0200" 17.876009656 67.734046436
1 1981 3 "HER" 21 1 5 "0200-0250" 21.504368704 27.026502854
1 1981 3 "HER" 21 2 4 "0150-0200" 18.188251566 2.6677275131
1 1981 3 "HER" 21 2 5 "0200-0250" 23.169138719 53.903946874
1 1981 3 "HER" 21 2 6 "0250-0300" 26.484199907 43.428325612
1 1981 3 "HER" 21 3 5 "0200-0250" 23.691927119 13.597533777
1 1981 3 "HER" 21 3 6 "0250-0300" 27.312650266 82.17041186
1 1981 3 "HER" 21 3 7 "0300-0400" 30.733009254 4.2320543623
1 1981 3 "HER" 21 4 5 "0200-0250" 24.322672778 7.6145571909
1 1981 3 "HER" 21 4 6 "0250-0300" 27.875246241 77.103796555
1 1981 3 "HER" 21 4 7 "0300-0400" 30.987070944 15.281646255
1 1981 3 "HER" 21 5 5 "0200-0250" 24.257448653 4.1727140964
1 1981 3 "HER" 21 5 6 "0250-0300" 28.349653978 60.677979287
1 1981 3 "HER" 21 5 7 "0300-0400" 31.00032308 35.149306616
1 1981 3 "HER" 21 6 5 "0200-0250" 24.476888645 0.3232459699
1 1981 3 "HER" 21 6 6 "0250-0300" 27.961170402 56.113434858
1 1981 3 "HER" 21 6 7 "0300-0400" 31.036563715 43.563319172
1 1981 3 "HER" 21 7 5 "0200-0250" 23.365031523 0.1315386264
1 1981 3 "HER" 21 7 6 "0250-0300" 26.956834834 50.331242378
1 1981 3 "HER" 21 7 7 "0300-0400" 31.320095689 49.537218995
1 1981 3 "HER" 21 8 5 "0200-0250" 21.76660139 1.0045760451
1 1981 3 "HER" 21 8 6 "0250-0300" 27.591054315 13.496980117
1 1981 3 "HER" 21 8 7 "0300-0400" 31.847406153 85.498443838
1 1981 3 "NSA" 22 0 1 "0050-0070" 5.7418374091 12.315830035
1 1981 3 "NSA" 22 0 2 "0070-0100" 8.0172945119 47.696716488
1 1981 3 "NSA" 22 0 3 "0100-0150" 11.126820506 39.987453477
1 1981 3 "NSA" 22 1 3 "0100-0150" 13.229967134 78.333167194
1 1981 3 "NSA" 22 1 4 "0150-0200" 15.988787142 21.666832806
1 1981 3 "NSA" 22 2 3 "0100-0150" 13.129473369 24.921380504
1 1981 3 "NSA" 22 2 4 "0150-0200" 16.665272077 73.092571362
1 1981 3 "NSA" 22 2 5 "0200-0250" 20.535145094 1.9860481336
1 1981 3 "NSA" 22 3 3 "0100-0150" 14.398171634 2.9880229224
1 1981 3 "NSA" 22 3 4 "0150-0200" 17.441013755 94.087329417
1 1981 3 "NSA" 22 3 5 "0200-0250" 20.56756485 2.9246476605
1 1981 3 "NSA" 22 4 4 "0150-0200" 18.652284084 79.076653004
1 1981 3 "NSA" 22 4 5 "0200-0250" 20.64236229 20.923346996
1 1981 3 "SSA" 23 0 1 "0050-0070" 5.6300578035 23.48183576
1 1981 3 "SSA" 23 0 2 "0070-0100" 7.9782250183 53.237889433
1 1981 3 "SSA" 23 0 3 "0100-0150" 10.491323104 23.280274806
1 1981 3 "SSA" 23 1 2 "0070-0100" 9.1445549894 11.635826311
1 1981 3 "SSA" 23 1 3 "0100-0150" 12.699107711 76.600754413
1 1981 3 "SSA" 23 1 4 "0150-0200" 16.026800995 11.763419276
1 1981 3 "SSA" 23 2 3 "0100-0150" 13.582521446 49.125557821
1 1981 3 "SSA" 23 2 4 "0150-0200" 16.193375981 50.874442179
1 1981 3 "SSA" 23 3 3 "0100-0150" 13.578390936 29.060688297
1 1981 3 "SSA" 23 3 4 "0150-0200" 17.286266233 68.022836336
1 1981 3 "SSA" 23 3 5 "0200-0250" 20.896217704 2.9164753671
1 1981 3 "SSA" 23 4 3 "0100-0150" 14.203896659 10.245458151
1 1981 3 "SSA" 23 4 4 "0150-0200" 17.997283683 85.236169607
1 1981 3 "SSA" 23 4 5 "0200-0250" 20.742085031 4.5183722426
1 1981 3 "NOP" 24 0 1 "0050-0070" 6.3656941181 14.882132976
1 1981 3 "NOP" 24 0 2 "0070-0100" 8.1870726603 78.270694162
1 1981 3 "NOP" 24 0 3 "0100-0150" 10.680869631 6.8471728629
1 1981 3 "NOP" 24 1 2 "0070-0100" 9.4999108122 0.9722496987
1 1981 3 "NOP" 24 1 3 "0100-0150" 13.97479889 47.713188632
1 1981 3 "NOP" 24 1 4 "0150-0200" 16.072940549 51.280066775
1 1981 3 "NOP" 24 1 5 "0200-0250" 21.121441289 0.0344948941
1 1981 3 "NOP" 24 2 3 "0100-0150" 14.499994146 1.4719910739
1 1981 3 "NOP" 24 2 4 "0150-0200" 17.467882125 96.544520173
1 1981 3 "NOP" 24 2 5 "0200-0250" 20.583417521 1.983488753
1 1981 3 "NOP" 24 3 3 "0100-0150" 14.499903808 0.1933042364
1 1981 3 "NOP" 24 3 4 "0150-0200" 18.210743215 81.442485927
1 1981 3 "NOP" 24 3 5 "0200-0250" 20.939954312 18.364209836
1 1981 3 "SPR" 25 0 1 "0050-0070" 6.2962840024 30.716450261
1 1981 3 "SPR" 25 0 2 "0070-0100" 7.7128595726 69.283549739
1 1981 3 "SPR" 25 1 2 "0070-0100" 9.3637270781 13.077658402
1 1981 3 "SPR" 25 1 3 "0100-0150" 11.247021384 86.922341598
1 1981 3 "SPR" 25 2 2 "0070-0100" 9.5815136667 0.5272743182
1 1981 3 "SPR" 25 2 3 "0100-0150" 12.509554668 99.472725682
1 1981 3 "SPR" 25 3 2 "0070-0100" 9.7495920815 0.2557935792
1 1981 3 "SPR" 25 3 3 "0100-0150" 13.006734097 97.938112178
1 1981 3 "SPR" 25 3 4 "0150-0200" 15.307519672 1.8060942432
1 1981 4 "COD" 16 0 1 "0050-0070" 6.5 0.9925195105
1 1981 4 "COD" 16 0 2 "0070-0100" 8.8235860202 10.373168116
1 1981 4 "COD" 16 0 3 "0100-0150" 12.669086896 47.681575589
1 1981 4 "COD" 16 0 4 "0150-0200" 16.951926883 39.156946097
1 1981 4 "COD" 16 0 5 "0200-0250" 20.5 1.7957906871
1 1981 4 "COD" 16 1 4 "0150-0200" 18.291090283 1.0025325102
1 1981 4 "COD" 16 1 5 "0200-0250" 23.218304551 13.656363972
1 1981 4 "COD" 16 1 6 "0250-0300" 27.588248011 35.928272761
1 1981 4 "COD" 16 1 7 "0300-0400" 33.742735772 42.239221678
1 1981 4 "COD" 16 1 8 "0400-0500" 43.299060837 7.1736090787
1 1981 4 "COD" 16 2 5 "0200-0250" 23.388221601 0.9432257707
1 1981 4 "COD" 16 2 6 "0250-0300" 28.034264384 3.0002360496
1 1981 4 "COD" 16 2 7 "0300-0400" 36.253932208 26.330156662
1 1981 4 "COD" 16 2 8 "0400-0500" 44.683617622 44.363240777
1 1981 4 "COD" 16 2 9 "0500-0700" 56.149157959 25.363140741
1 1981 4 "COD" 16 3 6 "0250-0300" 27.119763188 1.2976926276
1 1981 4 "COD" 16 3 7 "0300-0400" 35.634660106 3.5546295318
1 1981 4 "COD" 16 3 8 "0400-0500" 45.453605485 11.924491779
1 1981 4 "COD" 16 3 9 "0500-0700" 60.902681998 61.747314762
1 1981 4 "COD" 16 3 10 "0700-1000" 76.084183283 21.4758713
1 1981 4 "COD" 16 4 8 "0400-0500" 44.217585296 0.8363874366
1 1981 4 "COD" 16 4 9 "0500-0700" 63.690985362 21.86498587
1 1981 4 "COD" 16 4 10 "0700-1000" 80.307572533 77.298626693
1 1981 4 "COD" 16 5 9 "0500-0700" 57.636540129 4.3205823918
1 1981 4 "COD" 16 5 10 "0700-1000" 86.128789018 79.77966665
1 1981 4 "COD" 16 5 11 "1000-1200" 102.5162161 15.899750959
1 1981 4 "COD" 16 6 9 "0500-0700" 62.267422244 3.3145480847
1 1981 4 "COD" 16 6 10 "0700-1000" 88.958448731 59.446093319
1 1981 4 "COD" 16 6 11 "1000-1200" 108.08573669 37.239358596
1 1981 4 "COD" 16 7 10 "0700-1000" 89.034989526 42.59781033
1 1981 4 "COD" 16 7 11 "1000-1200" 107.10485619 57.40218967
1 1981 4 "COD" 16 8 10 "0700-1000" 95.159019282 35.236738141
1 1981 4 "COD" 16 8 11 "1000-1200" 107.21168897 63.418363467
1 1981 4 "COD" 16 8 12 "1200-9999" 122.5 1.3448983921
1 1981 4 "COD" 16 9 10 "0700-1000" 94.128454173 64.475035779
1 1981 4 "COD" 16 9 11 "1000-1200" 112.22328767 35.524964221
1 1981 4 "COD" 16 10 11 "1000-1200" 115.65 78.431372549
1 1981 4 "COD" 16 10 12 "1200-9999" 124.68181818 21.568627451
1 1981 4 "WHG" 17 0 1 "0050-0070" 6.5 0.9810281713
1 1981 4 "WHG" 17 0 2 "0070-0100" 8.6935680795 7.0107068299
1 1981 4 "WHG" 17 0 3 "0100-0150" 12.730255796 46.256994392
1 1981 4 "WHG" 17 0 4 "0150-0200" 17.1314053 42.711531733
1 1981 4 "WHG" 17 0 5 "0200-0250" 20.5 3.0397388732
1 1981 4 "WHG" 17 1 3 "0100-0150" 13.294537295 1.9960156131
1 1981 4 "WHG" 17 1 4 "0150-0200" 18.302680914 11.429918681
1 1981 4 "WHG" 17 1 5 "0200-0250" 22.585278749 70.266417678
1 1981 4 "WHG" 17 1 6 "0250-0300" 26.447709085 16.307648027
1 1981 4 "WHG" 17 2 4 "0150-0200" 18.394451187 0.1324194254
1 1981 4 "WHG" 17 2 5 "0200-0250" 23.47328929 34.051268499
1 1981 4 "WHG" 17 2 6 "0250-0300" 27.094434373 55.823862484
1 1981 4 "WHG" 17 2 7 "0300-0400" 31.947738029 9.9924495908
1 1981 4 "WHG" 17 3 4 "0150-0200" 18.5 0.0375562605
1 1981 4 "WHG" 17 3 5 "0200-0250" 23.392049968 3.552201284
1 1981 4 "WHG" 17 3 6 "0250-0300" 27.652626315 60.766055927
1 1981 4 "WHG" 17 3 7 "0300-0400" 32.363789333 35.644186529
1 1981 4 "WHG" 17 4 5 "0200-0250" 23.861351622 1.9189842142
1 1981 4 "WHG" 17 4 6 "0250-0300" 28.104780059 47.441712063
1 1981 4 "WHG" 17 4 7 "0300-0400" 33.229929373 48.369445189
1 1981 4 "WHG" 17 4 8 "0400-0500" 42.482094998 2.2698585343
1 1981 4 "WHG" 17 5 6 "0250-0300" 28.458830514 44.318718377
