"SMS_area" "year" "quarter" "prey" "prey.no" "prey.age" "prey.size.class" "prey.size" "ALK.MeanL" "ALK"
1 1991 3 "HAD" 18 5 13 "0500-0600" 53.166113722 4.7536830561
1 1991 3 "HAD" 18 6 10 "0300-0350" 32.686696818 9.697006231
1 1991 3 "HAD" 18 6 11 "0350-0400" 37.457096167 32.397990121
1 1991 3 "HAD" 18 6 12 "0400-0500" 43.656196669 42.709705929
1 1991 3 "HAD" 18 6 13 "0500-0600" 54.538782221 13.442048692
1 1991 3 "HAD" 18 6 14 "0600-0700" 62.680544106 1.7532490269
1 1991 3 "HAD" 18 7 11 "0350-0400" 38.52884916 30.675969364
1 1991 3 "HAD" 18 7 12 "0400-0500" 44.749732621 40.910437012
1 1991 3 "HAD" 18 7 13 "0500-0600" 55.135221451 19.310764713
1 1991 3 "HAD" 18 7 14 "0600-0700" 64.42 9.1028289113
1 1991 3 "HAD" 18 8 11 "0350-0400" 36.727725076 23.707651398
1 1991 3 "HAD" 18 8 12 "0400-0500" 41.806823676 18.44924829
1 1991 3 "HAD" 18 8 13 "0500-0600" 56.580667666 24.843349681
1 1991 3 "HAD" 18 8 14 "0600-0700" 64.124049332 30.036255719
1 1991 3 "HAD" 18 8 15 "0700-0800" 71.5 2.9634949117
1 1991 3 "HAD" 18 9 11 "0350-0400" 37.499774628 30.682465008
1 1991 3 "HAD" 18 9 12 "0400-0500" 41.899325765 14.008656098
1 1991 3 "HAD" 18 9 13 "0500-0600" 55.930384867 31.431938356
1 1991 3 "HAD" 18 9 14 "0600-0700" 64.388888889 23.876940538
1 1991 3 "HAD" 18 10 13 "0500-0600" 58.489647363 53.248611903
1 1991 3 "HAD" 18 10 14 "0600-0700" 62.5 23.375694049
1 1991 3 "HAD" 18 10 15 "0700-0800" 70.5 23.375694049
1 1991 3 "POK" 19 0 5 "0100-0120" 11.166666667 48.972103674
1 1991 3 "POK" 19 0 6 "0120-0150" 12.5 16.324034558
1 1991 3 "POK" 19 0 7 "0150-0200" 17.041091782 34.703861767
1 1991 3 "POK" 19 1 8 "0200-0250" 22.276514509 7.0170552177
1 1991 3 "POK" 19 1 9 "0250-0300" 28.32454948 45.80653278
1 1991 3 "POK" 19 1 10 "0300-0350" 32.026354913 39.721084586
1 1991 3 "POK" 19 1 11 "0350-0400" 37.661857289 7.4553274166
1 1991 3 "POK" 19 2 9 "0250-0300" 29.164068713 0.1198393462
1 1991 3 "POK" 19 2 10 "0300-0350" 33.791902091 9.702184583
1 1991 3 "POK" 19 2 11 "0350-0400" 37.657268502 57.617809827
1 1991 3 "POK" 19 2 12 "0400-0500" 42.520484369 32.560166244
1 1991 3 "POK" 19 3 10 "0300-0350" 33.980051292 0.2402271596
1 1991 3 "POK" 19 3 11 "0350-0400" 38.487173108 23.623436804
1 1991 3 "POK" 19 3 12 "0400-0500" 43.782081285 69.243357716
1 1991 3 "POK" 19 3 13 "0500-0600" 53.156314486 6.89297832
1 1991 3 "POK" 19 4 12 "0400-0500" 45.780620702 45.12930179
1 1991 3 "POK" 19 4 13 "0500-0600" 54.155773316 47.1135178
1 1991 3 "POK" 19 4 14 "0600-0700" 62.707685932 7.7571804095
1 1991 3 "POK" 19 5 12 "0400-0500" 47.725889806 9.8577569571
1 1991 3 "POK" 19 5 13 "0500-0600" 55.199081807 47.732633752
1 1991 3 "POK" 19 5 14 "0600-0700" 64.011505489 37.962980744
1 1991 3 "POK" 19 5 15 "0700-0800" 72.522302889 4.4466285475
1 1991 3 "POK" 19 6 13 "0500-0600" 57.568736163 7.5386092539
1 1991 3 "POK" 19 6 14 "0600-0700" 66.17407795 46.420671027
1 1991 3 "POK" 19 6 15 "0700-0800" 73.780968383 42.474475921
1 1991 3 "POK" 19 6 16 "0800-1000" 83.401279121 3.5662437976
1 1991 3 "POK" 19 7 14 "0600-0700" 66.90630558 21.986333908
1 1991 3 "POK" 19 7 15 "0700-0800" 75.005269973 57.152763757
1 1991 3 "POK" 19 7 16 "0800-1000" 83.161788841 20.860902335
1 1991 3 "POK" 19 8 14 "0600-0700" 67.5 2.4732726818
1 1991 3 "POK" 19 8 15 "0700-0800" 76.068580128 43.858259035
1 1991 3 "POK" 19 8 16 "0800-1000" 87.168926875 53.668468283
1 1991 3 "POK" 19 9 15 "0700-0800" 77.07019578 9.2503919
1 1991 3 "POK" 19 9 16 "0800-1000" 91.080970217 85.713724386
1 1991 3 "POK" 19 9 17 "1000-1200" 100.5 5.0358837138
1 1991 3 "POK" 19 10 16 "0800-1000" 93.846261983 33.424565586
1 1991 3 "POK" 19 10 17 "1000-1200" 106.6520339 66.575434414
1 1991 3 "MAC" 20 0 8 "0200-0250" 20.5 100
1 1991 3 "MAC" 20 1 8 "0200-0250" 24.248068957 7.7680932678
1 1991 3 "MAC" 20 1 9 "0250-0300" 27.042967558 88.017344584
1 1991 3 "MAC" 20 1 10 "0300-0350" 31.003951603 4.2145621484
1 1991 3 "MAC" 20 2 8 "0200-0250" 22.527531155 0.0127600211
1 1991 3 "MAC" 20 2 9 "0250-0300" 28.636852198 49.059534476
1 1991 3 "MAC" 20 2 10 "0300-0350" 31.645407523 49.553780739
1 1991 3 "MAC" 20 2 11 "0350-0400" 35.636528661 1.3739247631
1 1991 3 "MAC" 20 3 9 "0250-0300" 28.952025526 5.1024504078
1 1991 3 "MAC" 20 3 10 "0300-0350" 32.255718518 82.98447806
1 1991 3 "MAC" 20 3 11 "0350-0400" 36.297544836 11.913071533
1 1991 3 "MAC" 20 4 9 "0250-0300" 29.490860482 2.4254247427
1 1991 3 "MAC" 20 4 10 "0300-0350" 33.068810461 69.758786671
1 1991 3 "MAC" 20 4 11 "0350-0400" 36.667779167 27.815788586
1 1991 3 "MAC" 20 5 10 "0300-0350" 33.582392033 43.316340547
1 1991 3 "MAC" 20 5 11 "0350-0400" 37.000627588 54.074387988
1 1991 3 "MAC" 20 5 12 "0400-0500" 41.237069103 2.6092714654
1 1991 3 "MAC" 20 6 10 "0300-0350" 33.631052726 17.004835157
1 1991 3 "MAC" 20 6 11 "0350-0400" 36.90598514 73.125168799
1 1991 3 "MAC" 20 6 12 "0400-0500" 41.5343853 9.8699960438
1 1991 3 "MAC" 20 7 9 "0250-0300" 28.276208164 0.1372300176
1 1991 3 "MAC" 20 7 10 "0300-0350" 33.185785906 34.802374679
1 1991 3 "MAC" 20 7 11 "0350-0400" 37.633595959 48.854664622
1 1991 3 "MAC" 20 7 12 "0400-0500" 41.809876402 16.205730682
1 1991 3 "MAC" 20 8 10 "0300-0350" 34.288873537 8.3897200914
1 1991 3 "MAC" 20 8 11 "0350-0400" 37.426350427 76.280432124
1 1991 3 "MAC" 20 8 12 "0400-0500" 41.923010136 15.329847785
1 1991 3 "MAC" 20 9 10 "0300-0350" 33.731412747 7.7540146669
1 1991 3 "MAC" 20 9 11 "0350-0400" 37.299935822 72.865079741
1 1991 3 "MAC" 20 9 12 "0400-0500" 42.386633867 19.380905592
1 1991 3 "MAC" 20 10 10 "0300-0350" 34.465971888 7.9748572829
1 1991 3 "MAC" 20 10 11 "0350-0400" 37.459137157 71.978469618
1 1991 3 "MAC" 20 10 12 "0400-0500" 41.938751152 20.046673099
1 1991 3 "HER" 21 0 3 "0070-0080" 7.5899240698 0.9979595044
1 1991 3 "HER" 21 0 4 "0080-0100" 9.3426847096 9.9652567559
1 1991 3 "HER" 21 0 5 "0100-0120" 11.077646985 40.492470661
1 1991 3 "HER" 21 0 6 "0120-0150" 13.238667261 46.718516185
1 1991 3 "HER" 21 0 7 "0150-0200" 15.554381957 1.8257968945
1 1991 3 "HER" 21 1 5 "0100-0120" 11.405480866 0.999701439
1 1991 3 "HER" 21 1 6 "0120-0150" 13.707337032 4.2397492701
1 1991 3 "HER" 21 1 7 "0150-0200" 17.876009656 67.734046436
1 1991 3 "HER" 21 1 8 "0200-0250" 21.504368704 27.026502854
1 1991 3 "HER" 21 2 7 "0150-0200" 18.188251566 2.6677275131
1 1991 3 "HER" 21 2 8 "0200-0250" 23.169138719 53.903946874
1 1991 3 "HER" 21 2 9 "0250-0300" 26.484199907 43.428325612
1 1991 3 "HER" 21 3 8 "0200-0250" 23.691927119 13.597533777
1 1991 3 "HER" 21 3 9 "0250-0300" 27.312650266 82.17041186
1 1991 3 "HER" 21 3 10 "0300-0350" 30.733009254 4.2320543623
1 1991 3 "HER" 21 4 8 "0200-0250" 24.322672778 7.6145571909
1 1991 3 "HER" 21 4 9 "0250-0300" 27.875246241 77.103796555
1 1991 3 "HER" 21 4 10 "0300-0350" 30.987070944 15.281646255
1 1991 3 "HER" 21 5 8 "0200-0250" 24.257448653 4.1727140964
1 1991 3 "HER" 21 5 9 "0250-0300" 28.349653978 60.677979287
1 1991 3 "HER" 21 5 10 "0300-0350" 31.00032308 35.149306616
1 1991 3 "HER" 21 6 8 "0200-0250" 24.476888645 0.3232459699
1 1991 3 "HER" 21 6 9 "0250-0300" 27.961170402 56.113434858
1 1991 3 "HER" 21 6 10 "0300-0350" 31.036563715 43.563319172
1 1991 3 "HER" 21 7 8 "0200-0250" 23.365031523 0.1315386264
1 1991 3 "HER" 21 7 9 "0250-0300" 26.956834834 50.331242378
1 1991 3 "HER" 21 7 10 "0300-0350" 31.320095689 49.537218995
1 1991 3 "HER" 21 8 8 "0200-0250" 21.76660139 1.0045760451
1 1991 3 "HER" 21 8 9 "0250-0300" 27.591054315 13.496980117
1 1991 3 "HER" 21 8 10 "0300-0350" 31.847406153 85.498443838
1 1991 3 "NSA" 22 0 1 "0050-0060" 5 3.1794865907
1 1991 3 "NSA" 22 0 2 "0060-0070" 6 9.1363434446
1 1991 3 "NSA" 22 0 3 "0070-0080" 7 15.443220584
1 1991 3 "NSA" 22 0 4 "0080-0100" 8.5043829067 32.253495904
1 1991 3 "NSA" 22 0 5 "0100-0120" 10.457086865 26.962430185
1 1991 3 "NSA" 22 0 6 "0120-0150" 12.513201639 13.025023292
1 1991 3 "NSA" 22 1 5 "0100-0120" 11.256087592 12.675312862
1 1991 3 "NSA" 22 1 6 "0120-0150" 13.611026507 65.657854333
1 1991 3 "NSA" 22 1 7 "0150-0200" 15.988787142 21.666832806
1 1991 3 "NSA" 22 2 5 "0100-0120" 11.5 4.0781211941
1 1991 3 "NSA" 22 2 6 "0120-0150" 13.448290584 20.84325931
1 1991 3 "NSA" 22 2 7 "0150-0200" 16.665272077 73.092571362
1 1991 3 "NSA" 22 2 8 "0200-0250" 20.535145094 1.9860481336
1 1991 3 "NSA" 22 3 6 "0120-0150" 14.398171634 2.9880229224
1 1991 3 "NSA" 22 3 7 "0150-0200" 17.441013755 94.087329417
1 1991 3 "NSA" 22 3 8 "0200-0250" 20.56756485 2.9246476605
1 1991 3 "NSA" 22 4 7 "0150-0200" 18.652284084 79.076653004
1 1991 3 "NSA" 22 4 8 "0200-0250" 20.64236229 20.923346996
1 1991 3 "SSA" 23 0 1 "0050-0060" 5 8.6869218997
1 1991 3 "SSA" 23 0 2 "0060-0070" 6 14.79491386
1 1991 3 "SSA" 23 0 3 "0070-0080" 7 18.338998154
1 1991 3 "SSA" 23 0 4 "0080-0100" 8.4922719163 34.898891279
1 1991 3 "SSA" 23 0 5 "0100-0120" 10.346839164 21.497592786
1 1991 3 "SSA" 23 0 6 "0120-0150" 12.233673608 1.7826820208
1 1991 3 "SSA" 23 1 3 "0070-0080" 7.5 0.9974695205
1 1991 3 "SSA" 23 1 4 "0080-0100" 9.2987511222 10.63835679
1 1991 3 "SSA" 23 1 5 "0100-0120" 11.077324739 25.554300796
1 1991 3 "SSA" 23 1 6 "0120-0150" 13.510986441 51.046453618
1 1991 3 "SSA" 23 1 7 "0150-0200" 16.026800995 11.763419276
1 1991 3 "SSA" 23 2 5 "0100-0120" 11.466995926 2.2974924067
1 1991 3 "SSA" 23 2 6 "0120-0150" 13.686313985 46.828065414
1 1991 3 "SSA" 23 2 7 "0150-0200" 16.193375981 50.874442179
1 1991 3 "SSA" 23 3 5 "0100-0120" 11.5 1.5927223324
1 1991 3 "SSA" 23 3 6 "0120-0150" 13.698905854 27.467965964
1 1991 3 "SSA" 23 3 7 "0150-0200" 17.286266233 68.022836336
1 1991 3 "SSA" 23 3 8 "0200-0250" 20.896217704 2.9164753671
1 1991 3 "SSA" 23 4 5 "0100-0120" 11.5 0.5160381514
1 1991 3 "SSA" 23 4 6 "0120-0150" 14.347308479 9.7294199991
1 1991 3 "SSA" 23 4 7 "0150-0200" 17.997283683 85.236169607
1 1991 3 "SSA" 23 4 8 "0200-0250" 20.742085031 4.5183722426
1 1991 3 "NOP" 24 0 1 "0050-0060" 5.5 1.9987579939
1 1991 3 "NOP" 24 0 2 "0060-0070" 6.5 12.883374982
1 1991 3 "NOP" 24 0 3 "0070-0080" 7.5 37.241975016
1 1991 3 "NOP" 24 0 4 "0080-0100" 8.8107319746 41.028719146
1 1991 3 "NOP" 24 0 5 "0100-0120" 10.668303901 6.8002314018
1 1991 3 "NOP" 24 0 6 "0120-0150" 12.501219192 0.0469414611
1 1991 3 "NOP" 24 1 4 "0080-0100" 9.4999108122 0.9722496987
1 1991 3 "NOP" 24 1 5 "0100-0120" 11.236237176 1.9444993974
1 1991 3 "NOP" 24 1 6 "0120-0150" 14.09114768 45.768689235
1 1991 3 "NOP" 24 1 7 "0150-0200" 16.072940549 51.280066775
1 1991 3 "NOP" 24 1 8 "0200-0250" 21.121441289 0.0344948941
1 1991 3 "NOP" 24 2 6 "0120-0150" 14.499994146 1.4719910739
1 1991 3 "NOP" 24 2 7 "0150-0200" 17.467882125 96.544520173
1 1991 3 "NOP" 24 2 8 "0200-0250" 20.583417521 1.983488753
1 1991 3 "NOP" 24 3 6 "0120-0150" 14.499903808 0.1933042364
1 1991 3 "NOP" 24 3 7 "0150-0200" 18.210743215 81.442485927
1 1991 3 "NOP" 24 3 8 "0200-0250" 20.939954312 18.364209836
1 1991 3 "SPR" 25 0 1 "0050-0060" 5.513565073 7.9981989379
1 1991 3 "SPR" 25 0 2 "0060-0070" 6.5718484207 22.718251323
1 1991 3 "SPR" 25 0 3 "0070-0080" 7.5156336763 52.988581375
1 1991 3 "SPR" 25 0 4 "0080-0100" 8.3542060434 16.294968364
1 1991 3 "SPR" 25 1 3 "0070-0080" 7.5612952885 0.9907454855
1 1991 3 "SPR" 25 1 4 "0080-0100" 9.5114696134 12.086912917
1 1991 3 "SPR" 25 1 5 "0100-0120" 10.96697589 70.904498592
1 1991 3 "SPR" 25 1 6 "0120-0150" 12.486669275 16.017843006
1 1991 3 "SPR" 25 2 4 "0080-0100" 9.5815136667 0.5272743182
1 1991 3 "SPR" 25 2 5 "0100-0120" 11.437024364 27.45413839
1 1991 3 "SPR" 25 2 6 "0120-0150" 12.918412944 72.018587292
1 1991 3 "SPR" 25 3 4 "0080-0100" 9.7495920815 0.2557935792
1 1991 3 "SPR" 25 3 5 "0100-0120" 11.59465081 16.360695481
1 1991 3 "SPR" 25 3 6 "0120-0150" 13.289933364 81.577416697
1 1991 3 "SPR" 25 3 7 "0150-0200" 15.307519672 1.8060942432
1 1991 4 "COD" 16 0 2 "0060-0070" 6.5 0.9925195105
1 1991 4 "COD" 16 0 3 "0070-0080" 7.5 1.9850390211
1 1991 4 "COD" 16 0 4 "0080-0100" 9.1368108011 8.3881290951
1 1991 4 "COD" 16 0 5 "0100-0120" 11.050408357 16.695665821
1 1991 4 "COD" 16 0 6 "0120-0150" 13.5412548 30.985909769
1 1991 4 "COD" 16 0 7 "0150-0200" 16.951926883 39.156946097
1 1991 4 "COD" 16 0 8 "0200-0250" 20.5 1.7957906871
1 1991 4 "COD" 16 1 7 "0150-0200" 18.291090283 1.0025325102
1 1991 4 "COD" 16 1 8 "0200-0250" 23.218304551 13.656363972
1 1991 4 "COD" 16 1 9 "0250-0300" 27.588248011 35.928272761
1 1991 4 "COD" 16 1 10 "0300-0350" 32.312449726 29.792865681
1 1991 4 "COD" 16 1 11 "0350-0400" 37.16641416 12.446355996
1 1991 4 "COD" 16 1 12 "0400-0500" 43.299060837 7.1736090787
1 1991 4 "COD" 16 2 8 "0200-0250" 23.388221601 0.9432257707
1 1991 4 "COD" 16 2 9 "0250-0300" 28.034264384 3.0002360496
1 1991 4 "COD" 16 2 10 "0300-0350" 32.628065441 7.5656651424
1 1991 4 "COD" 16 2 11 "0350-0400" 37.715847325 18.764491519
1 1991 4 "COD" 16 2 12 "0400-0500" 44.683617622 44.363240777
1 1991 4 "COD" 16 2 13 "0500-0600" 54.049977168 19.627125466
1 1991 4 "COD" 16 2 14 "0600-0700" 63.331998796 5.7360152756
1 1991 4 "COD" 16 3 9 "0250-0300" 27.119763188 1.2976926276
1 1991 4 "COD" 16 3 10 "0300-0350" 31.804167567 1.4675213198
1 1991 4 "COD" 16 3 11 "0350-0400" 38.328018042 2.0871082119
1 1991 4 "COD" 16 3 12 "0400-0500" 45.453605485 11.924491779
1 1991 4 "COD" 16 3 13 "0500-0600" 55.686141594 27.172697713
1 1991 4 "COD" 16 3 14 "0600-0700" 65.002437472 34.574617049
1 1991 4 "COD" 16 3 15 "0700-0800" 74.210289032 17.164918557
1 1991 4 "COD" 16 3 16 "0800-1000" 83.545467161 4.3109527431
1 1991 4 "COD" 16 4 12 "0400-0500" 44.217585296 0.8363874366
1 1991 4 "COD" 16 4 13 "0500-0600" 55.697084884 4.6270639521
1 1991 4 "COD" 16 4 14 "0600-0700" 65.836736394 17.237921918
1 1991 4 "COD" 16 4 15 "0700-0800" 74.866967447 42.991810285
1 1991 4 "COD" 16 4 16 "0800-1000" 87.125502209 34.306816408
1 1991 4 "COD" 16 5 13 "0500-0600" 55.30452258 2.5703311438
1 1991 4 "COD" 16 5 14 "0600-0700" 61.061224064 1.750251248
1 1991 4 "COD" 16 5 15 "0700-0800" 75.692444129 19.19745085
1 1991 4 "COD" 16 5 16 "0800-1000" 89.435885258 60.5822158
1 1991 4 "COD" 16 5 17 "1000-1200" 102.5162161 15.899750959
1 1991 4 "COD" 16 6 13 "0500-0600" 56.5 1.7197837824
1 1991 4 "COD" 16 6 14 "0600-0700" 68.486974078 1.5947643023
1 1991 4 "COD" 16 6 15 "0700-0800" 75.447588637 5.9713611182
1 1991 4 "COD" 16 6 16 "0800-1000" 90.46716549 53.474732201
1 1991 4 "COD" 16 6 17 "1000-1200" 108.08573669 37.239358596
1 1991 4 "COD" 16 7 16 "0800-1000" 89.034989526 42.59781033
1 1991 4 "COD" 16 7 17 "1000-1200" 107.10485619 57.40218967
1 1991 4 "COD" 16 8 16 "0800-1000" 95.159019282 35.236738141
1 1991 4 "COD" 16 8 17 "1000-1200" 107.21168897 63.418363467
1 1991 4 "COD" 16 8 18 "1200-9999" 122.5 1.3448983921
1 1991 4 "COD" 16 9 16 "0800-1000" 94.128454173 64.475035779
1 1991 4 "COD" 16 9 17 "1000-1200" 112.22328767 35.524964221
1 1991 4 "COD" 16 10 17 "1000-1200" 115.65 78.431372549
1 1991 4 "COD" 16 10 18 "1200-9999" 124.68181818 21.568627451
1 1991 4 "WHG" 17 0 2 "0060-0070" 6.5 0.9810281713
1 1991 4 "WHG" 17 0 3 "0070-0080" 7.5 1.9620563427
1 1991 4 "WHG" 17 0 4 "0080-0100" 9.1574242776 5.0486504873
1 1991 4 "WHG" 17 0 5 "0100-0120" 11.098871221 15.256237048
1 1991 4 "WHG" 17 0 6 "0120-0150" 13.533100369 31.000757344
1 1991 4 "WHG" 17 0 7 "0150-0200" 17.1314053 42.711531733
1 1991 4 "WHG" 17 0 8 "0200-0250" 20.5 3.0397388732
1 1991 4 "WHG" 17 1 6 "0120-0150" 13.294537295 1.9960156131
1 1991 4 "WHG" 17 1 7 "0150-0200" 18.302680914 11.429918681
1 1991 4 "WHG" 17 1 8 "0200-0250" 22.585278749 70.266417678
1 1991 4 "WHG" 17 1 9 "0250-0300" 26.447709085 16.307648027
1 1991 4 "WHG" 17 2 7 "0150-0200" 18.394451187 0.1331414058
1 1991 4 "WHG" 17 2 8 "0200-0250" 23.47328929 34.236923643
1 1991 4 "WHG" 17 2 9 "0250-0300" 27.094434373 56.128226688
1 1991 4 "WHG" 17 2 10 "0300-0350" 31.691700366 9.5017082627
1 1991 4 "WHG" 17 3 7 "0150-0200" 18.5 0.0375562605
1 1991 4 "WHG" 17 3 8 "0200-0250" 23.392049968 3.552201284
1 1991 4 "WHG" 17 3 9 "0250-0300" 27.652626315 60.766055927
1 1991 4 "WHG" 17 3 10 "0300-0350" 31.77129405 31.33686071
1 1991 4 "WHG" 17 3 11 "0350-0400" 36.674339069 4.3073258192
1 1991 4 "WHG" 17 4 8 "0200-0250" 23.861351622 1.9189842142
1 1991 4 "WHG" 17 4 9 "0250-0300" 28.104780059 47.441712063
1 1991 4 "WHG" 17 4 10 "0300-0350" 32.123433868 37.073908885
1 1991 4 "WHG" 17 4 11 "0350-0400" 36.861639497 11.295536303
1 1991 4 "WHG" 17 4 12 "0400-0500" 42.482094998 2.2698585343
1 1991 4 "WHG" 17 5 9 "0250-0300" 28.458830514 44.318718377
1 1991 4 "WHG" 17 5 10 "0300-0350" 32.033730532 42.131787602
1 1991 4 "WHG" 17 5 11 "0350-0400" 36.842609563 10.45354302
1 1991 4 "WHG" 17 5 12 "0400-0500" 43.088000992 3.095951001
1 1991 4 "WHG" 17 6 8 "0200-0250" 24.5 0.7119847061
1 1991 4 "WHG" 17 6 9 "0250-0300" 28.64904557 43.89202589
1 1991 4 "WHG" 17 6 10 "0300-0350" 31.843899891 45.977179258
1 1991 4 "WHG" 17 6 11 "0350-0400" 37.016362538 7.0416261304
1 1991 4 "WHG" 17 6 12 "0400-0500" 42.879245934 2.3771840156
1 1991 4 "WHG" 17 7 9 "0250-0300" 28.766849685 25.751300412
1 1991 4 "WHG" 17 7 10 "0300-0350" 32.32186992 60.209536422
1 1991 4 "WHG" 17 7 11 "0350-0400" 36.179148576 10.627949033
1 1991 4 "WHG" 17 7 12 "0400-0500" 44.673453926 3.4112141323
1 1991 4 "WHG" 17 8 10 "0300-0350" 32.941618775 70.450555699
1 1991 4 "WHG" 17 8 11 "0350-0400" 35.589891107 26.356617749
1 1991 4 "WHG" 17 8 12 "0400-0500" 47.258503035 1.1192399271
1 1991 4 "WHG" 17 8 13 "0500-0600" 51.890625 2.0735866249
1 1991 4 "HAD" 18 0 3 "0070-0080" 7.5 0.9973257861
1 1991 4 "HAD" 18 0 4 "0080-0100" 9.2217454449 8.0451371798
1 1991 4 "HAD" 18 0 5 "0100-0120" 11.049674309 23.656100584
1 1991 4 "HAD" 18 0 6 "0120-0150" 13.458018873 39.22899649
1 1991 4 "HAD" 18 0 7 "0150-0200" 16.525752833 28.072439961
1 1991 4 "HAD" 18 1 7 "0150-0200" 18.827133013 6.2533210378
1 1991 4 "HAD" 18 1 8 "0200-0250" 22.756331169 53.564875711
1 1991 4 "HAD" 18 1 9 "0250-0300" 27.011066445 35.951183993
1 1991 4 "HAD" 18 1 10 "0300-0350" 31.259157974 4.2306192586
1 1991 4 "HAD" 18 2 7 "0150-0200" 19.499898582 0.0306894897
1 1991 4 "HAD" 18 2 8 "0200-0250" 23.7882516 3.3769502608
1 1991 4 "HAD" 18 2 9 "0250-0300" 27.923128135 46.36221493
1 1991 4 "HAD" 18 2 10 "0300-0350" 32.032953949 40.968812374
1 1991 4 "HAD" 18 2 11 "0350-0400" 36.699626281 9.2613329448
1 1991 4 "HAD" 18 3 8 "0200-0250" 23.984263649 1.4130073019
1 1991 4 "HAD" 18 3 9 "0250-0300" 28.55113522 10.704229851
1 1991 4 "HAD" 18 3 10 "0300-0350" 32.718193427 50.586717954
1 1991 4 "HAD" 18 3 11 "0350-0400" 36.926907952 29.880320568
1 1991 4 "HAD" 18 3 12 "0400-0500" 42.768263642 7.4157243255
1 1991 4 "HAD" 18 4 9 "0250-0300" 28.5 1.0212585178
1 1991 4 "HAD" 18 4 10 "0300-0350" 33.063682523 21.122616112
1 1991 4 "HAD" 18 4 11 "0350-0400" 37.36038275 51.762920381
1 1991 4 "HAD" 18 4 12 "0400-0500" 42.779861361 23.806528322
1 1991 4 "HAD" 18 4 13 "0500-0600" 53.670417559 2.2866766678
1 1991 4 "HAD" 18 5 10 "0300-0350" 33.516733473 7.0040567173
1 1991 4 "HAD" 18 5 11 "0350-0400" 37.809880573 39.376179766
1 1991 4 "HAD" 18 5 12 "0400-0500" 43.210559117 42.400614596
1 1991 4 "HAD" 18 5 13 "0500-0600" 54.183915111 10.052215597
1 1991 4 "HAD" 18 5 14 "0600-0700" 62.277819977 1.1669333242
1 1991 4 "HAD" 18 6 11 "0350-0400" 37.494842922 24.269347647
1 1991 4 "HAD" 18 6 12 "0400-0500" 42.743383579 56.843300001
1 1991 4 "HAD" 18 6 13 "0500-0600" 55.59891873 14.197879807
1 1991 4 "HAD" 18 6 14 "0600-0700" 63.18774087 4.6894725454
1 1991 4 "HAD" 18 7 11 "0350-0400" 38.499755792 21.190097528
1 1991 4 "HAD" 18 7 12 "0400-0500" 43.441375611 36.752994087
1 1991 4 "HAD" 18 7 13 "0500-0600" 55.213091707 34.814330143
1 1991 4 "HAD" 18 7 14 "0600-0700" 62.809881847 7.2425782424
1 1991 4 "HAD" 18 8 11 "0350-0400" 39.042584384 25.869391237
1 1991 4 "HAD" 18 8 12 "0400-0500" 46.496721377 5.9014460533
1 1991 4 "HAD" 18 8 13 "0500-0600" 56.18146496 38.408381374
1 1991 4 "HAD" 18 8 14 "0600-0700" 61.898224432 29.820781335
1 1991 4 "HAD" 18 9 13 "0500-0600" 52.217295959 50.007663694
1 1991 4 "HAD" 18 9 14 "0600-0700" 67.339358521 49.992336306
1 1991 4 "HAD" 18 10 13 "0500-0600" 52.137183913 70.721733783
1 1991 4 "HAD" 18 10 14 "0600-0700" 63.741556454 29.278266217
1 1991 4 "POK" 19 0 6 "0120-0150" 13.5 6.7451820128
1 1991 4 "POK" 19 0 7 "0150-0200" 17.631845494 77.957708779
1 1991 4 "POK" 19 0 8 "0200-0250" 20.5 15.297109208
1 1991 4 "POK" 19 1 9 "0250-0300" 28.129627842 38.256779562
1 1991 4 "POK" 19 1 10 "0300-0350" 32.15608451 48.905936273
1 1991 4 "POK" 19 1 11 "0350-0400" 37.203266249 12.837284166
1 1991 4 "POK" 19 2 9 "0250-0300" 26.9 0.0833428762
1 1991 4 "POK" 19 2 10 "0300-0350" 33.478188389 4.2554603134
1 1991 4 "POK" 19 2 11 "0350-0400" 38.076550684 47.86481652
1 1991 4 "POK" 19 2 12 "0400-0500" 43.481193311 45.859794735
1 1991 4 "POK" 19 2 13 "0500-0600" 52.49405476 1.936585555
1 1991 4 "POK" 19 3 10 "0300-0350" 33.531118168 0.1236214252
1 1991 4 "POK" 19 3 11 "0350-0400" 38.603802167 16.325560658
1 1991 4 "POK" 19 3 12 "0400-0500" 43.918736754 73.905126083
1 1991 4 "POK" 19 3 13 "0500-0600" 53.263568922 9.645691834
1 1991 4 "POK" 19 4 12 "0400-0500" 47.296293911 36.841849108
1 1991 4 "POK" 19 4 13 "0500-0600" 53.518783059 54.994833455
1 1991 4 "POK" 19 4 14 "0600-0700" 62.918091017 6.3839598634
1 1991 4 "POK" 19 4 15 "0700-0800" 73.146664024 1.7793575734
1 1991 4 "POK" 19 5 12 "0400-0500" 48.857363765 0.8784003393
1 1991 4 "POK" 19 5 13 "0500-0600" 55.958462497 22.213500652
1 1991 4 "POK" 19 5 14 "0600-0700" 65.551568803 43.352268326
1 1991 4 "POK" 19 5 15 "0700-0800" 72.754770349 30.692321549
1 1991 4 "POK" 19 5 16 "0800-1000" 81.297676106 2.8635091336
1 1991 4 "POK" 19 6 13 "0500-0600" 57.50292671 1.6248846362
1 1991 4 "POK" 19 6 14 "0600-0700" 66.805572708 16.809621616
